weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_id
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99118
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99119
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99129
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99133
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99151
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99153
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99167
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99198
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99206
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99232
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99262
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99300
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99302
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99322
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99325
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99346
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99348
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,99360
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99364
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99396
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99399
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99418
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99432
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,99445
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99445
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,99459
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99472
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99535
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99550
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99554
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,99584
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,10.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,CEMENT WALL,05-10FT,UNKNOWN,STANDING,99611
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,4.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,False,NONE,0-5FT,PERSON,STANDING,99612
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99614
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99624
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99625
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,99665
SEMI-AUTO PISTOL,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,,P229,4, 9 MM,5.0,True,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,True,NONE AVAILABLE,OVER 15FT,UNKNOWN,STANDING,99667
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99680
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99681
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99682
SEMI-AUTO PISTOL,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",,LCP,2.75,380 ACP,1.0,True,0.0,OTHER (SPECIFY),STRONG SIDE DRAW,,False,NONE,0-5FT,UNKNOWN,STANDING,99707
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4, 9 MM,6.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,0,False,NONE,05-10FT,PERSON,STANDING,99718
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99729
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99730
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99780
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,99804
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99810
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99837
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99838
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99862
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,99921
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99921
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102678
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4, 9 MM,7.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,BUILDING,10-15FT,BOTH,STANDING,99930
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,26,3, 9 MM,11.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,CAR,10-15FT,PERSON,STANDING,99933
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,99947
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99950
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99953
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,99972
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100001
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100003
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100044
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100053
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100068
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100074
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100084
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100096
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100100
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100101
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,100109
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100112
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100113
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100121
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100138
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100152
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,10.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,SPEED RELOAD,True,POLICE VEHICLE,05-10FT,PERSON,STANDING,100157
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.49, 9 MM,2.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,VEHICLE DOOR,05-10FT,PERSON,STANDING,100158
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100166
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100189
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100201
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100221
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.6,45 CAL,2.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,BUSHES,10-15FT,PERSON,STANDING,100234
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100235
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100236
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100239
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.49, 9 MM,4.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,OVER 15FT,PERSON,STANDING,100245
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100246
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100255
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100267
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100285
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100293
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,1.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,BRICK WALL,0-5FT,UNKNOWN,STANDING,100297
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,1.0,True,0.0,OTHER (SPECIFY),OTHER (SPECIFY),,True,UNKNOWN,05-10FT,UNKNOWN,OTHER (SPECIFY),100298
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.5,45 CAL,14.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,BRICK WALL,05-10FT,PERSON,STANDING,100299
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,5.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,CONCRETE STAIRS,OVER 15FT,PERSON,KNEELING,100300
SEMI-AUTO PISTOL,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,,P220,40,45 CAL,5.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,DNA,OVER 15FT,UNKNOWN,STANDING,100301
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100306
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100309
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100318
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100321
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100322
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100358
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100378
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100382
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100408
SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,5943,4, 9 MM,1.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,DNA,10-15FT,UNKNOWN,STANDING,100423
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100444
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100445
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100446
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100464
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100480
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100501
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100502
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100518
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100531
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100548
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100569
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100579
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,100601
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100618
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100631
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,100633
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100633
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100646
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100648
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100662
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100665
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100676
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,100684
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100687
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100691
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,100704
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100713
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100736
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100746
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100748
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100753
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100760
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,9.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,CAR DOOR,0-5FT,PERSON,STANDING,100770
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100775
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100777
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,23,4,40 S&W,3.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,0-5FT,PERSON,STANDING,100780
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,100784
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100784
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,100786
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100886
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,100890
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100894
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,100901
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100911
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100939
SEMI-AUTO PISTOL,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,,P226,4.4, 9 MM,2.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,NONE,0-5FT,NONE,OTHER (SPECIFY),100948
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.01, 9 MM,4.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,NONE,10-15FT,PERSON,STANDING,100951
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100955
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100956
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100959
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100960
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100966
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100979
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,100998
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101023
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101027
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101068
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101125
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101133
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101170
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101179
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101181
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101205
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101232
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101238
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101257
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101258
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101260
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101261
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101270
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101275
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101315
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101333
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101339
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101349
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101366
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101375
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101386
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101394
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101396
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101465
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101494
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101501
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101502
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101515
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101534
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101557
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101561
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101573
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101575
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101581
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101582
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101621
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101624
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101632
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101653
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101669
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101679
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101683
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101689
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101733
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101735
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,101747
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101779
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101782
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101787
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101794
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101849
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101857
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101857
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101891
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101897
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101898
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,101921
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101945
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,101963
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102037
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,102070
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102076
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102082
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102092
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102104
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102106
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102111
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102118
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102126
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102151
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102173
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102185
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102191
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102192
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102229
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102230
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102280
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102310
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102327
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102379
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102381
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,102383
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102385
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102390
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102391
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102392
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102401
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102405
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102420
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102437
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102494
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102534
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102535
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102544
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102548
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102583
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102601
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102621
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102637
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102647
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,102657
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102657
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102662
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,102668
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,102670
